project_id,path,path_with_namespace,web_url,last_activity_at,namespace_kind,namespace_full_path,archived,visibility,hook_id,hook_url,push_events,push_events_branch_filter,issues_events,confidential_issues_events,merge_requests_events,tag_push_events,note_events,confidential_note_events,job_events,pipeline_events,wiki_page_events,deployment_events,releases_events,enable_ssl_verification,repository_update_events,alert_status,disabled_until,url_variables,created_at
1526,station-telemetry,pma/chargepoint-legacy/station-telemetry,https://git.viriciti.com/pma/chargepoint-legacy/station-telemetry,2023-02-01T11:42:45.592Z,group,pma/chargepoint-legacy,False,private,184,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T04:13:32.006Z
1525,proactive-monitoring-api,pma/chargepoint-legacy/proactive-monitoring-api,https://git.viriciti.com/pma/chargepoint-legacy/proactive-monitoring-api,2023-02-01T11:42:21.054Z,group,pma/chargepoint-legacy,False,private,186,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T04:13:32.037Z
1524,pma-rule-escalation-processor,pma/chargepoint-legacy/pma-rule-escalation-processor,https://git.viriciti.com/pma/chargepoint-legacy/pma-rule-escalation-processor,2023-02-01T11:41:59.243Z,group,pma/chargepoint-legacy,False,private,103,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T15:38:31.898Z
1523,pma-rule-escalation-consumer,pma/chargepoint-legacy/pma-rule-escalation-consumer,https://git.viriciti.com/pma/chargepoint-legacy/pma-rule-escalation-consumer,2023-02-01T11:41:58.673Z,group,pma/chargepoint-legacy,False,private,197,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T05:38:31.708Z
1522,pma-dashboard,pma/chargepoint-legacy/pma-dashboard,https://git.viriciti.com/pma/chargepoint-legacy/pma-dashboard,2023-02-01T11:41:57.967Z,group,pma/chargepoint-legacy,False,private,151,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T23:13:31.821Z
1453,ci-pipeline-servertje,viriciti/hackathon/ci-pipeline-servertje,https://git.viriciti.com/viriciti/hackathon/ci-pipeline-servertje,2022-06-09T14:25:39.598Z,group,viriciti/hackathon,False,private,13,https://servertje.cloud1.viriciti.com/gitlab,False,,False,False,False,False,False,False,True,True,False,False,False,True,False,executable,,,2022-06-02T10:53:52.392Z
1451,lunch-bot,viriciti/hackathon/lunch-bot,https://git.viriciti.com/viriciti/hackathon/lunch-bot,2022-06-22T10:50:02.700Z,group,viriciti/hackathon,False,private,14,https://servertje.cloud1.viriciti.com/gitlab,False,,False,False,False,False,False,False,True,True,False,False,False,True,False,executable,,,2022-06-03T07:59:14.464Z
1300,canveyor,viriciti/vehicle/cannery/canveyor,https://git.viriciti.com/viriciti/vehicle/cannery/canveyor,2022-11-18T16:03:09.489Z,group,viriciti/vehicle/cannery,False,private,111,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T16:48:31.513Z
1184,rust-build-tools,viriciti/tools/rust-build-tools,https://git.viriciti.com/viriciti/tools/rust-build-tools,2023-08-23T19:24:42.183Z,group,viriciti/tools,False,private,137,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T22:08:31.242Z
961,hello-slava,vems/hello-slava,https://git.viriciti.com/vems/hello-slava,2019-10-08T08:59:02.429Z,group,vems,True,private,128,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T20:03:31.327Z
945,dashboard,viriciti/core/dashboard,https://git.viriciti.com/viriciti/core/dashboard,2024-02-22T08:45:43.269Z,group,viriciti/core,False,private,15,https://servertje.cloud1.viriciti.com/gitlab,False,,False,False,False,False,False,False,True,True,False,False,False,True,False,executable,,,2022-06-08T12:18:48.218Z
759,stupid-perf-test,mongodb-manager/stupid-perf-test,https://git.viriciti.com/mongodb-manager/stupid-perf-test,2019-09-12T08:24:37.478Z,group,mongodb-manager,False,internal,237,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-18T11:38:31.332Z
735,devops-trials,administration/devops-trials,https://git.viriciti.com/administration/devops-trials,2019-09-17T14:58:51.373Z,group,administration,True,private,209,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T09:13:31.563Z
727,endpoint,viriciti/cs/endpoint,https://git.viriciti.com/viriciti/cs/endpoint,2024-02-12T16:01:15.940Z,group,viriciti/cs,False,private,240,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-18T13:18:31.572Z
725,mock,viriciti/cs/mock,https://git.viriciti.com/viriciti/cs/mock,2023-10-27T11:10:55.283Z,group,viriciti/cs,False,private,129,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T20:18:31.452Z
715,anubis,vems/anubis,https://git.viriciti.com/vems/anubis,2019-09-17T14:35:33.062Z,group,vems,True,private,212,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T10:03:31.301Z
709,vc-product-component-kit,viriciti/user-interface/vc-product-component-kit,https://git.viriciti.com/viriciti/user-interface/vc-product-component-kit,2020-05-13T13:38:16.909Z,group,viriciti/user-interface,False,internal,11,https://hooks.slack.com/services/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,True,,False,False,False,False,False,False,False,False,False,False,False,True,False,executable,,,2019-09-26T08:56:51.487Z
696,can-matcher,vems/can-matcher,https://git.viriciti.com/vems/can-matcher,2019-09-17T13:06:24.122Z,group,vems,True,private,85,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T13:58:31.397Z
685,socket,vems/socket,https://git.viriciti.com/vems/socket,2019-09-17T14:27:40.330Z,group,vems,True,private,115,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T17:43:31.279Z
683,release,administration/release,https://git.viriciti.com/administration/release,2019-09-17T13:04:31.507Z,group,administration,True,private,182,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T03:43:46.775Z
681,vio-api-server,administration/vio-api-server,https://git.viriciti.com/administration/vio-api-server,2019-08-07T14:30:21.197Z,group,administration,True,private,222,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T18:24:31.486Z
674,cz-engine,administration/cz-engine,https://git.viriciti.com/administration/cz-engine,2019-09-17T13:04:54.269Z,group,administration,True,private,122,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T18:53:31.353Z
665,mock-live,monitoring/mock-live,https://git.viriciti.com/monitoring/mock-live,2019-09-17T13:08:55.416Z,group,monitoring,True,private,82,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T13:18:31.318Z
659,deployer,vems/deployer,https://git.viriciti.com/vems/deployer,2019-09-17T13:17:41.264Z,group,vems,True,private,138,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T22:18:38.662Z
656,gitlab-controller,administration/gitlab-controller,https://git.viriciti.com/administration/gitlab-controller,2019-09-17T13:35:41.821Z,group,administration,True,private,83,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T13:18:31.370Z
641,e2e-image,administration/e2e-image,https://git.viriciti.com/administration/e2e-image,2019-09-17T13:02:57.415Z,group,administration,True,private,219,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T14:18:42.840Z
640,changelog-test,mongodb-manager/changelog-test,https://git.viriciti.com/mongodb-manager/changelog-test,2019-07-04T08:38:16.000Z,group,mongodb-manager,False,private,84,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T13:18:31.381Z
632,router,administration/router,https://git.viriciti.com/administration/router,2019-06-13T15:02:51.039Z,group,administration,True,private,112,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T17:18:31.365Z
630,time-api,vems/time-api,https://git.viriciti.com/vems/time-api,2019-10-01T00:10:39.087Z,group,vems,True,private,134,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T21:33:31.416Z
626,scripts,d.androic/scripts,https://git.viriciti.com/d.androic/scripts,2019-09-18T12:21:30.824Z,user,d.androic,False,private,12,https://hooks.slack.com/services/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,True,,False,False,False,False,True,False,False,False,False,False,False,True,False,executable,,,2019-12-02T16:36:15.535Z
625,simple-test,vems/simple-test,https://git.viriciti.com/vems/simple-test,2019-05-31T14:23:08.701Z,group,vems,True,private,114,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T17:18:31.368Z
621,documentation-server,vems/documentation-server,https://git.viriciti.com/vems/documentation-server,2019-09-30T00:10:01.725Z,group,vems,True,private,218,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T14:18:31.422Z
620,kafka-ndb-reader,vems/kafka-ndb-reader,https://git.viriciti.com/vems/kafka-ndb-reader,2019-09-17T14:35:50.378Z,group,vems,True,private,133,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T21:33:31.415Z
612,wiki,administration/wiki,https://git.viriciti.com/administration/wiki,2019-09-18T09:40:04.096Z,group,administration,True,private,235,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-18T03:19:31.672Z
609,vio-state,vems/vio-state,https://git.viriciti.com/vems/vio-state,2019-09-17T14:36:10.071Z,group,vems,True,private,207,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T08:38:31.291Z
605,alerts-frontend,monitoring/alerts-frontend,https://git.viriciti.com/monitoring/alerts-frontend,2019-09-17T14:42:24.997Z,group,monitoring,True,internal,113,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T17:18:31.366Z
601,aws-cost-explorer-scraper,administration/aws-cost-explorer-scraper,https://git.viriciti.com/administration/aws-cost-explorer-scraper,2019-09-17T13:04:05.192Z,group,administration,True,private,192,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T04:48:31.358Z
599,speed-sessionizer,vems/speed-sessionizer,https://git.viriciti.com/vems/speed-sessionizer,2019-09-17T13:15:45.184Z,group,vems,True,private,204,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T06:53:31.419Z
589,atomic-components-frontend,vems/atomic-components-frontend,https://git.viriciti.com/vems/atomic-components-frontend,2019-09-17T14:28:09.216Z,group,vems,True,private,193,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T04:48:31.358Z
587,tracing,vems/tracing,https://git.viriciti.com/vems/tracing,2019-06-20T10:02:49.369Z,group,vems,True,private,213,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T10:28:31.536Z
584,alerts-api,vems/alerts-api,https://git.viriciti.com/vems/alerts-api,2019-09-17T14:36:26.694Z,group,vems,True,private,214,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T10:28:31.616Z
560,redux-websocket,vems/redux-websocket,https://git.viriciti.com/vems/redux-websocket,2019-03-18T14:20:20.761Z,group,vems,True,private,203,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T06:53:31.396Z
555,live-data-frontend,monitoring/live-data-frontend,https://git.viriciti.com/monitoring/live-data-frontend,2019-09-17T13:05:28.185Z,group,monitoring,True,private,109,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T16:38:31.327Z
553,redistribute-database,mongodb-manager/redistribute-database,https://git.viriciti.com/mongodb-manager/redistribute-database,2019-10-17T09:02:14.224Z,group,mongodb-manager,False,private,205,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T06:53:31.600Z
552,repset-advisor,vems/repset-advisor,https://git.viriciti.com/vems/repset-advisor,2019-09-17T14:36:52.180Z,group,vems,True,private,108,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T16:38:31.257Z
549,vio-distribution,mongodb-manager/vio-distribution,https://git.viriciti.com/mongodb-manager/vio-distribution,2019-01-03T08:06:37.671Z,group,mongodb-manager,False,private,107,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T16:38:31.257Z
547,can-com-server,vems/can-com-server,https://git.viriciti.com/vems/can-com-server,2019-09-17T08:46:03.107Z,group,vems,True,private,110,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T16:38:31.785Z
543,serialize-deserialize,vems/serialize-deserialize,https://git.viriciti.com/vems/serialize-deserialize,2019-09-17T14:28:48.024Z,group,vems,True,private,130,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T20:23:31.228Z
542,ifttt-man,vems/ifttt-man,https://git.viriciti.com/vems/ifttt-man,2019-09-17T08:49:48.844Z,group,vems,True,private,231,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-18T00:43:31.404Z
535,bac,administration/bac,https://git.viriciti.com/administration/bac,2019-09-17T13:36:23.038Z,group,administration,True,private,131,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T20:23:31.292Z
534,move-vio-db,mongodb-manager/move-vio-db,https://git.viriciti.com/mongodb-manager/move-vio-db,2020-11-23T12:20:36.871Z,group,mongodb-manager,False,private,245,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-19T05:48:31.498Z
528,nat-hooks,vems/nat-hooks,https://git.viriciti.com/vems/nat-hooks,2019-09-17T13:18:11.382Z,group,vems,True,private,76,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T12:33:31.292Z
498,scripts,pim/scripts,https://git.viriciti.com/pim/scripts,2021-10-29T10:07:27.590Z,user,pim,False,internal,221,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T17:43:31.426Z
491,mongo-bug-hunt,administration/mongo-bug-hunt,https://git.viriciti.com/administration/mongo-bug-hunt,2018-10-08T17:04:22.385Z,group,administration,True,private,78,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T12:33:31.343Z
470,vcm-scripts,vems/vcm-scripts,https://git.viriciti.com/vems/vcm-scripts,2019-09-17T09:17:21.059Z,group,vems,True,private,243,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-18T18:48:31.862Z
465,live,monitoring/live,https://git.viriciti.com/monitoring/live,2019-09-17T14:25:37.160Z,group,monitoring,True,private,208,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T08:38:31.413Z
454,report,vems/report,https://git.viriciti.com/vems/report,2019-09-17T14:38:18.460Z,group,vems,True,private,77,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T12:33:31.309Z
449,ndm-database,vems/ndm-database,https://git.viriciti.com/vems/ndm-database,2019-09-17T14:29:46.038Z,group,vems,True,private,179,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T03:23:31.307Z
445,server,monitoring/server,https://git.viriciti.com/monitoring/server,2019-09-17T14:25:16.047Z,group,monitoring,True,internal,187,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T04:28:31.296Z
435,kafka-lib,vems/kafka-lib,https://git.viriciti.com/vems/kafka-lib,2019-09-17T14:33:02.153Z,group,vems,True,private,180,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T03:23:31.318Z
411,gitlab-api,vems/gitlab-api,https://git.viriciti.com/vems/gitlab-api,2019-09-17T13:18:31.844Z,group,vems,True,private,181,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T03:23:31.357Z
398,kafka-staging-duplicator-9000,vems/kafka-staging-duplicator-9000,https://git.viriciti.com/vems/kafka-staging-duplicator-9000,2018-08-09T13:00:52.511Z,group,vems,True,private,189,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T04:28:31.753Z
396,mongo-connector,vems/mongo-connector,https://git.viriciti.com/vems/mongo-connector,2019-09-17T14:29:03.107Z,group,vems,True,private,154,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T00:08:31.346Z
395,time,serverless/time,https://git.viriciti.com/serverless/time,2020-01-01T00:10:10.636Z,group,serverless,True,private,3,https://hooks.zapier.com/hooks/standard/4261123/73395684796b417595a0582f5512800c/,False,,True,False,False,False,False,,False,False,False,False,False,True,False,executable,,,2019-01-11T14:40:16.743Z
390,keybox,administration/keybox,https://git.viriciti.com/administration/keybox,2018-06-25T08:08:29.559Z,group,administration,True,private,148,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T23:03:31.359Z
380,gtfs-converter,vems/gtfs-converter,https://git.viriciti.com/vems/gtfs-converter,2019-09-17T12:53:22.492Z,group,vems,True,private,117,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T18:08:31.379Z
379,vio-k8s-manifest,vems/vio-k8s-manifest,https://git.viriciti.com/vems/vio-k8s-manifest,2019-05-22T15:07:47.848Z,group,vems,True,private,226,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T21:58:31.425Z
377,redis-cache,vems/redis-cache,https://git.viriciti.com/vems/redis-cache,2019-09-17T14:29:25.364Z,group,vems,True,private,118,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T18:08:31.399Z
375,k8s-api,vems/k8s-api,https://git.viriciti.com/vems/k8s-api,2019-08-26T09:15:02.120Z,group,vems,True,private,147,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T23:03:31.344Z
371,custom-queries,vems/custom-queries,https://git.viriciti.com/vems/custom-queries,2019-09-17T13:00:40.108Z,group,vems,True,private,191,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T04:28:31.809Z
370,bundle-test,vems/bundle-test,https://git.viriciti.com/vems/bundle-test,2018-05-23T15:22:35.617Z,group,vems,True,private,116,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T18:08:31.377Z
366,dashboard,monitoring/dashboard,https://git.viriciti.com/monitoring/dashboard,2019-09-17T14:43:59.160Z,group,monitoring,True,internal,149,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T23:03:31.469Z
364,mongo-sync,vems/mongo-sync,https://git.viriciti.com/vems/mongo-sync,2019-09-17T14:29:34.859Z,group,vems,True,private,227,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T22:03:31.389Z
359,expose-for-aeh,vems/expose-for-aeh,https://git.viriciti.com/vems/expose-for-aeh,2019-09-17T13:08:12.260Z,group,vems,True,private,153,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T00:08:31.344Z
357,weatherman,vems/weatherman,https://git.viriciti.com/vems/weatherman,2019-09-17T11:53:43.084Z,group,vems,True,private,190,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T04:28:31.804Z
354,kb,administration/kb,https://git.viriciti.com/administration/kb,2018-04-20T12:48:01.745Z,group,administration,True,private,188,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T04:28:31.342Z
353,ftp-s3-proxy,vems/ftp-s3-proxy,https://git.viriciti.com/vems/ftp-s3-proxy,2019-09-04T14:23:31.899Z,group,vems,True,private,196,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-17T05:08:31.346Z
347,taskforce,vems/taskforce,https://git.viriciti.com/vems/taskforce,2018-04-03T11:26:23.254Z,group,vems,True,private,105,https://app.apiiro.com/api/external/webhooks/gitlabserver,True,,False,False,True,False,False,,False,False,False,False,False,True,False,executable,,,2023-02-16T15:53:31.460Z
